name,platform,year_of_release,genre,na_sales,eu_sales,jp_sales,other_sales,critic_score,user_score,rating,brand,mobile,total_sales
final fantasy xiv: a realm reborn,computer,2010.0,role-playing,0.88,0.48,0.0,0.17,,,na,computer,0,1.5299999999999998
nba live 2000,playstation,1998.0,sports,1.43,0.05,0.0,0.03,,,na,sony,0,1.51
fight night round 4,playstation_3,2009.0,fighting,0.92,0.4,0.0,0.2,88.0,76.0,teen,sony,0,1.52
super monkey ball 2,game_cube,2002.0,puzzle,1.11,0.31,0.06,0.04,87.0,85.0,everyone,nintendo,0,1.5200000000000002
pac-man world 2,playstation_2,2002.0,action,1.26,0.05,0.0,0.21,73.0,78.0,everyone,sony,0,1.52
disney fairies: tinker bell,ds,2008.0,adventure,0.85,0.51,0.01,0.15,,78.0,everyone,nintendo,1,1.5199999999999998
mysims kingdom,wii,2008.0,simulation,0.7,0.64,0.01,0.16,76.0,81.0,everyone,nintendo,0,1.5099999999999998
dead space 2,xbox_360,2011.0,shooter,0.94,0.44,0.0,0.13,90.0,86.0,mature,microsoft,0,1.5099999999999998
puzzle & dragons,3ds,2013.0,role-playing,0.0,0.0,1.51,0.0,,,na,nintendo,1,1.51
call of duty: modern warfare: reflex edition,wii,2009.0,shooter,0.94,0.43,0.0,0.14,,,na,nintendo,0,1.5099999999999998
mega man 2,nintendo_entertainment_system,1988.0,action,0.93,0.15,0.42,0.01,,,na,nintendo,0,1.51
simpsons wrestling,playstation,2001.0,fighting,0.23,1.16,0.0,0.11,,,na,sony,0,1.5
nba live 98,playstation,1997.0,sports,1.41,0.06,0.0,0.04,,,na,sony,0,1.51
the simpsons game,playstation_2,2007.0,action,0.35,0.03,0.0,1.13,68.0,82.0,teen,sony,0,1.5099999999999998
monopoly,playstation,1997.0,misc,1.18,0.27,0.0,0.05,,,na,sony,0,1.5
the simpsons game,ds,2007.0,action,0.56,0.77,0.0,0.17,69.0,73.0,teen,nintendo,1,1.5
football manager 2012,computer,2011.0,sports,0.02,1.16,0.0,0.33,84.0,80.0,everyone,computer,0,1.51
ni no kuni: wrath of the white witch,playstation_3,2011.0,role-playing,0.6,0.47,0.21,0.23,85.0,86.0,everyone_over_ten,sony,0,1.5099999999999998
soulcalibur ii,game_cube,2003.0,fighting,0.99,0.32,0.11,0.08,93.0,91.0,teen,nintendo,0,1.5000000000000002
call of duty 3,playstation_3,2006.0,shooter,0.6,0.62,0.03,0.26,80.0,69.0,teen,sony,0,1.51
tokyo xtreme racer zero,playstation_2,2000.0,racing,0.66,0.52,0.15,0.17,76.0,89.0,everyone,sony,0,1.5
nfl blitz,playstation,1998.0,sports,1.41,0.05,0.0,0.04,,,na,sony,0,1.5
red faction ii,playstation_2,2002.0,shooter,0.49,0.78,0.0,0.23,84.0,83.0,mature,sony,0,1.5
madden nfl 2001,playstation_2,2000.0,sports,1.19,0.07,0.05,0.2,91.0,77.0,everyone,sony,0,1.51
ninja hattori kun: ninja wa shuugyou degogiru no maki,nintendo_entertainment_system,1986.0,platform,0.0,0.0,1.5,0.0,,,na,nintendo,0,1.5
wwf no mercy,nintendo_64,2000.0,fighting,1.2,0.27,0.02,0.02,,,na,nintendo,0,1.51
ice climber,nintendo_entertainment_system,1985.0,platform,0.46,0.1,0.92,0.02,,,na,nintendo,0,1.5
sonic cd,sega_cd,1993.0,platform,1.0,0.36,0.09,0.05,,,na,sega,0,1.5
star wars: the force unleashed ii,playstation_3,2010.0,action,0.8,0.49,0.0,0.21,63.0,68.0,teen,sony,0,1.5
pac-man world,playstation,1998.0,action,1.21,0.14,0.1,0.04,,,na,sony,0,1.4900000000000002
rock band 2,playstation_3,2008.0,misc,1.13,0.2,0.0,0.16,91.0,79.0,teen,sony,0,1.4899999999999998
final fantasy: crystal chronicles,game_cube,2003.0,role-playing,0.72,0.38,0.36,0.04,80.0,81.0,teen,nintendo,0,1.5
medal of honor: frontline,xbox,2002.0,shooter,1.0,0.43,0.0,0.06,81.0,69.0,teen,microsoft,0,1.49
madden nfl 09,playstation_2,2008.0,sports,1.22,0.0,0.0,0.27,67.0,70.0,everyone,sony,0,1.49
dead rising 2,xbox_360,2010.0,action,0.75,0.52,0.09,0.12,79.0,69.0,mature,microsoft,0,1.48
banjo-tooie,nintendo_64,2000.0,platform,0.82,0.36,0.25,0.06,,,na,nintendo,0,1.49
buzz! the big quiz,playstation_2,2006.0,misc,0.0,1.1,0.0,0.39,,,na,sony,0,1.4900000000000002
mafia ii,playstation_3,2010.0,action,0.5,0.69,0.04,0.26,75.0,77.0,mature,sony,0,1.49
batman: arkham knight,xbox_one,2015.0,action,0.88,0.47,0.0,0.14,85.0,66.0,mature,microsoft,0,1.4900000000000002
doom (2016),playstation_4,2016.0,shooter,0.54,0.69,0.02,0.24,,,na,sony,0,1.49
dirge of cerberus: final fantasy vii,playstation_2,2006.0,shooter,0.47,0.37,0.52,0.12,57.0,69.0,teen,sony,0,1.48
wwf wrestlemania 2000,nintendo_64,1999.0,fighting,1.2,0.25,0.02,0.02,,,na,nintendo,0,1.49
wario land ii,gameboy,1997.0,platform,0.7,0.35,0.39,0.04,,,na,nintendo,1,1.48
nintendo world cup,nintendo_entertainment_system,1990.0,sports,0.28,0.5,0.65,0.05,,,na,nintendo,0,1.4800000000000002
sonic rivals 2,playstation_portable,2007.0,racing,0.44,0.67,0.0,0.37,60.0,78.0,everyone,sony,1,1.48
bratz: forever diamondz,ds,2006.0,adventure,0.43,0.88,0.0,0.18,,65.0,everyone,nintendo,1,1.49
resistance 3,playstation_3,2011.0,shooter,0.64,0.57,0.05,0.22,83.0,78.0,mature,sony,0,1.48
drawn to life: spongebob squarepants edition,ds,2008.0,adventure,0.99,0.35,0.0,0.13,68.0,55.0,everyone,nintendo,1,1.4699999999999998
disney sing it: pop hits,wii,2009.0,misc,1.07,0.28,0.0,0.13,,,everyone,nintendo,0,1.48
007: quantum of solace,xbox_360,2008.0,action,0.82,0.51,0.01,0.14,65.0,71.0,teen,microsoft,0,1.48
major league baseball 2k5,playstation_2,2005.0,sports,0.72,0.56,0.0,0.19,82.0,74.0,everyone,sony,0,1.47
fight night 2004,playstation_2,2004.0,fighting,1.08,0.2,0.0,0.2,85.0,90.0,teen,sony,0,1.48
lego star wars iii: the clone wars,xbox_360,2011.0,action,0.84,0.51,0.0,0.13,75.0,78.0,everyone_over_ten,microsoft,0,1.48
tom clancy's splinter cell: pandora tomorrow,xbox,2004.0,action,0.82,0.59,0.0,0.07,93.0,86.0,teen,microsoft,0,1.48
lego city undercover,3ds,2013.0,platform,0.52,0.77,0.07,0.11,,,na,nintendo,1,1.4700000000000002
imagine: master chef,ds,2007.0,simulation,0.39,0.91,0.0,0.17,,,everyone,nintendo,1,1.47
disney princess,gameboy_advanced,2003.0,platform,1.04,0.37,0.0,0.06,,,everyone,nintendo,1,1.4700000000000002
mario golf,nintendo_64,1999.0,action,0.62,0.18,0.65,0.02,,,na,nintendo,0,1.4700000000000002
call of duty black ops: declassified,playstation_vita,2012.0,action,0.71,0.43,0.07,0.26,33.0,48.0,mature,sony,1,1.47
tom clancy's ghost recon: future soldier,xbox_360,2012.0,shooter,0.93,0.4,0.02,0.12,79.0,72.0,mature,microsoft,0,1.4700000000000002
fight night round 3,xbox_360,2006.0,fighting,1.33,0.03,0.01,0.1,86.0,88.0,teen,microsoft,0,1.4700000000000002
xenogears,playstation,1998.0,role-playing,0.29,0.19,0.89,0.1,84.0,84.0,teen,sony,0,1.4700000000000002
the spongebob squarepants movie,gameboy_advanced,2004.0,platform,1.02,0.38,0.0,0.06,,,everyone,nintendo,1,1.46
super scribblenauts,ds,2010.0,puzzle,1.06,0.29,0.0,0.11,81.0,82.0,everyone_over_ten,nintendo,1,1.4600000000000002
midway arcade treasures,playstation_2,2003.0,misc,0.72,0.56,0.0,0.19,76.0,,teen,sony,0,1.47
triple play 99,playstation,null,sports,0.81,0.55,0.0,0.1,,,na,sony,0,1.4600000000000002
dragon quest vii: warriors of eden,3ds,2013.0,role-playing,0.06,0.09,1.3,0.01,,,na,nintendo,1,1.46
super monkey ball,game_cube,2001.0,puzzle,0.95,0.37,0.1,0.04,87.0,79.0,everyone,nintendo,0,1.46
soulcalibur iv,playstation_3,2008.0,fighting,0.72,0.4,0.14,0.2,85.0,79.0,teen,sony,0,1.4600000000000002
donkey kong,2600,1981.0,platform,1.36,0.08,0.0,0.02,,,na,atari,0,1.4600000000000002
mortal kombat 4,playstation,1998.0,fighting,0.81,0.55,0.0,0.1,,,na,sony,0,1.4600000000000002
new play control! mario power tennis,wii,2009.0,sports,0.35,0.69,0.28,0.14,,,na,nintendo,0,1.46
mario superstar baseball,game_cube,2005.0,sports,0.93,0.24,0.25,0.04,76.0,86.0,everyone,nintendo,0,1.46
wall-e,ds,2008.0,platform,0.46,0.82,0.0,0.17,54.0,,everyone,nintendo,1,1.45
wcw vs the world,playstation,1998.0,fighting,1.17,0.2,0.04,0.05,,,na,sony,0,1.46
battlefield: bad company,xbox_360,2008.0,shooter,0.81,0.46,0.04,0.15,83.0,77.0,teen,microsoft,0,1.46
homefront,xbox_360,2011.0,shooter,0.83,0.48,0.02,0.12,70.0,60.0,mature,microsoft,0,1.4500000000000002
onimusha 3: demon siege,playstation_2,2004.0,action,0.37,0.47,0.54,0.07,85.0,86.0,mature,sony,0,1.45
madden nfl 15,playstation_3,2014.0,sports,1.08,0.11,0.0,0.27,,27.0,everyone,sony,0,1.4600000000000002
red dead revolver,playstation_2,2004.0,shooter,0.71,0.55,0.0,0.19,73.0,78.0,mature,sony,0,1.45
resident evil: outbreak,playstation_2,2003.0,action,0.54,0.35,0.46,0.1,71.0,83.0,mature,sony,0,1.4500000000000002
tamagotchi,gameboy,1996.0,simulation,0.0,0.0,1.44,0.01,,,na,nintendo,1,1.45
4 nin uchi mahjong,nintendo_entertainment_system,1984.0,misc,0.0,0.0,1.45,0.0,,,na,nintendo,0,1.45
dragon ball z,super_nintendo_entertainment_system,1993.0,fighting,0.0,0.0,1.45,0.0,,,na,nintendo,0,1.45
game de hakken!! tamagotchi 2,gameboy,1997.0,simulation,0.0,0.0,1.44,0.01,,,na,nintendo,1,1.45
namco museum 64,nintendo_64,1999.0,misc,1.24,0.17,0.03,0.01,,,na,nintendo,0,1.45
mass effect 2,playstation_3,2011.0,role-playing,0.78,0.45,0.03,0.19,94.0,85.0,mature,sony,0,1.45
lego battles: ninjago,ds,2011.0,strategy,1.02,0.32,0.0,0.11,59.0,69.0,everyone,nintendo,1,1.4500000000000002
tony hawk's american wasteland (weekly american sales),playstation_2,2005.0,sports,1.38,0.05,0.0,0.02,,,na,sony,0,1.45
nba 2k14,playstation_4,2013.0,sports,0.89,0.31,0.01,0.23,85.0,65.0,everyone,sony,0,1.44
the house of the dead 2 & 3 return,wii,2008.0,shooter,0.77,0.49,0.03,0.15,,,na,nintendo,0,1.44
singstar pop,playstation_2,2007.0,misc,0.04,1.08,0.0,0.32,73.0,75.0,everyone_over_ten,sony,0,1.4400000000000002
kirby super star,super_nintendo_entertainment_system,1996.0,platform,0.26,0.07,1.09,0.02,,,na,nintendo,0,1.4400000000000002
sonic & sega all-stars racing,wii,2010.0,racing,0.61,0.68,0.0,0.15,,,na,nintendo,0,1.44
disney infinity,xbox_360,2013.0,action,0.97,0.34,0.0,0.13,74.0,65.0,everyone_over_ten,microsoft,0,1.44
my word coach,ds,2007.0,misc,0.37,0.89,0.0,0.18,71.0,68.0,everyone,nintendo,1,1.44
tiger woods pga tour 2005,playstation_2,2004.0,sports,1.03,0.32,0.0,0.09,88.0,82.0,everyone,sony,0,1.4400000000000002
ncaa football 2003,playstation_2,2002.0,sports,1.16,0.08,0.0,0.19,91.0,86.0,everyone,sony,0,1.43
star wars: the force unleashed ii,xbox_360,2010.0,action,0.95,0.37,0.0,0.11,61.0,57.0,teen,microsoft,0,1.43
frogger 2: swampy's revenge,playstation,1999.0,action,0.8,0.54,0.0,0.09,77.0,79.0,everyone,sony,0,1.4300000000000002
wwe smackdown vs raw 2008,xbox_360,2007.0,fighting,0.92,0.38,0.0,0.13,71.0,68.0,teen,microsoft,0,1.4300000000000002
kinect joy ride,xbox_360,2010.0,racing,0.92,0.39,0.0,0.12,52.0,50.0,everyone,microsoft,0,1.4300000000000002
smarty pants,wii,2007.0,misc,0.52,0.75,0.0,0.16,65.0,76.0,everyone,nintendo,0,1.43
snk vs. capcom: the match of the millennium,playstation_portable,2006.0,fighting,0.53,0.57,0.0,0.34,,,na,sony,1,1.4400000000000002
disney's ducktales,gameboy,1988.0,platform,0.82,0.23,0.35,0.03,,,na,nintendo,1,1.43
disney princess: magical jewels,ds,2007.0,adventure,1.12,0.19,0.0,0.11,,,everyone,nintendo,1,1.4200000000000002
classic nes series: super mario bros.,gameboy_advanced,2004.0,platform,0.0,0.0,1.39,0.03,84.0,86.0,everyone,nintendo,1,1.42
triple play 2000,playstation,1999.0,sports,0.79,0.54,0.0,0.09,,,na,sony,0,1.4200000000000002
anno 2070,computer,2011.0,strategy,0.0,1.13,0.0,0.29,83.0,70.0,teen,computer,0,1.42
hasbro family game night,wii,2008.0,puzzle,0.96,0.33,0.0,0.13,63.0,75.0,everyone,nintendo,0,1.42
sonic rivals,playstation_portable,2006.0,racing,0.73,0.42,0.0,0.27,64.0,78.0,everyone,sony,1,1.42
bioshock,playstation_3,2008.0,shooter,0.75,0.46,0.01,0.2,94.0,87.0,mature,sony,0,1.42
mass effect 3,playstation_3,2012.0,role-playing,0.63,0.56,0.03,0.2,93.0,55.0,mature,sony,0,1.42
cabela's big game hunter,playstation_2,2002.0,sports,0.7,0.54,0.0,0.18,59.0,78.0,teen,sony,0,1.42
nba live 06 (weekly american sales),playstation_2,2005.0,sports,1.35,0.05,0.0,0.02,,,na,sony,0,1.4200000000000002
simcity (2013),computer,2013.0,simulation,0.48,0.77,0.0,0.17,64.0,22.0,everyone_over_ten,computer,0,1.42
the legend of zelda: the minish cap,gameboy_advanced,2004.0,action,0.89,0.22,0.22,0.1,89.0,90.0,everyone,nintendo,1,1.4300000000000002
nfl street,playstation_2,2004.0,sports,1.15,0.08,0.0,0.19,80.0,89.0,everyone,sony,0,1.42
super metroid,super_nintendo_entertainment_system,1994.0,action,0.57,0.12,0.71,0.02,,,na,nintendo,0,1.42
pro yakyuu family stadium '87,nintendo_entertainment_system,1987.0,sports,0.12,0.0,1.3,0.0,,,na,nintendo,0,1.42
dead space 2,playstation_3,2011.0,shooter,0.73,0.48,0.0,0.21,89.0,84.0,mature,sony,0,1.42
tiger woods pga tour 09 all-play,wii,2008.0,sports,0.8,0.47,0.0,0.14,81.0,87.0,everyone,nintendo,0,1.4100000000000001
metal gear rising: revengeance,playstation_3,2013.0,action,0.45,0.37,0.44,0.16,80.0,79.0,mature,sony,0,1.42
resident evil (remake),game_cube,2002.0,action,0.63,0.38,0.35,0.05,,,na,nintendo,0,1.41
rayman raving rabbids,wii,2006.0,misc,1.22,0.06,0.02,0.11,76.0,79.0,everyone,nintendo,0,1.4100000000000001
dragon quest monsters: joker 2,ds,2010.0,role-playing,0.09,0.07,1.24,0.02,77.0,73.0,everyone,nintendo,1,1.42
ufc undisputed 2010,playstation_3,2010.0,fighting,0.8,0.4,0.02,0.18,85.0,72.0,teen,sony,0,1.4000000000000001
lego star wars: the video game,game_cube,2005.0,action,1.09,0.28,0.0,0.04,,,na,nintendo,0,1.4100000000000001
medal of honor: warfighter,playstation_3,2012.0,action,0.48,0.62,0.06,0.26,55.0,60.0,mature,sony,0,1.4200000000000002
disney's the lion king,genesis,1994.0,platform,0.97,0.37,0.03,0.05,,,na,sega,0,1.42
sonic's ultimate genesis collection,xbox_360,2009.0,misc,0.85,0.43,0.0,0.13,79.0,85.0,everyone_over_ten,microsoft,0,1.4100000000000001
hello kitty party,ds,2007.0,misc,0.78,0.51,0.0,0.12,,,everyone,nintendo,1,1.4100000000000001
the sims 3,wii,2010.0,simulation,0.57,0.69,0.0,0.14,,25.0,teen,nintendo,0,1.4
knockout kings 2000,playstation,1999.0,fighting,1.02,0.34,0.0,0.05,,,na,sony,0,1.4100000000000001
gran turismo 4 prologue,playstation_2,2003.0,racing,0.0,0.47,0.77,0.17,,,na,sony,0,1.41
diablo iii,xbox_360,2013.0,role-playing,0.9,0.39,0.0,0.12,87.0,66.0,mature,microsoft,0,1.4100000000000001
twisted metal: black,playstation_2,2001.0,racing,1.19,0.17,0.0,0.05,91.0,84.0,mature,sony,0,1.41
nascar 2005: chase for the cup,playstation_2,2004.0,racing,0.69,0.54,0.0,0.18,87.0,84.0,everyone,sony,0,1.41
fight night round 4,xbox_360,2009.0,fighting,0.95,0.33,0.0,0.13,87.0,81.0,teen,microsoft,0,1.4100000000000001
spider-man: the movie,xbox,2002.0,action,1.07,0.28,0.0,0.05,79.0,75.0,everyone,microsoft,0,1.4000000000000001
lego star wars ii: the original trilogy,playstation_portable,2006.0,action,0.58,0.5,0.0,0.32,83.0,86.0,everyone_over_ten,sony,1,1.4000000000000001
dead space,xbox_360,2008.0,action,0.89,0.39,0.0,0.13,89.0,87.0,mature,microsoft,0,1.4100000000000001
need for speed: undercover,playstation_2,2008.0,racing,0.38,0.08,0.03,0.93,,65.0,teen,sony,0,1.42
2xtreme,playstation,1996.0,sports,1.15,0.2,0.0,0.05,,,na,sony,0,1.4
lego indiana jones 2: the adventure continues,wii,2009.0,action,0.9,0.38,0.0,0.12,72.0,61.0,everyone_over_ten,nintendo,0,1.4
ridge racer,playstation_portable,2004.0,racing,0.36,0.44,0.32,0.27,88.0,82.0,everyone,sony,1,1.3900000000000001
sonic advance 3,gameboy_advanced,2004.0,platform,0.74,0.52,0.08,0.06,79.0,84.0,everyone,nintendo,1,1.4000000000000001
final fantasy iii,nintendo_entertainment_system,1990.0,role-playing,0.0,0.0,1.39,0.01,,,na,nintendo,0,1.4
tomb raider (2013),playstation_4,2014.0,action,0.47,0.65,0.06,0.22,,,na,sony,0,1.4000000000000001
colin mcrae rally 3,playstation_2,2002.0,racing,0.03,1.05,0.02,0.3,86.0,77.0,everyone,sony,0,1.4000000000000001
forza horizon 2,xbox_one,2014.0,racing,0.5,0.78,0.01,0.11,86.0,82.0,everyone_over_ten,microsoft,0,1.4000000000000001
madden nfl 2002,playstation,2001.0,sports,0.78,0.53,0.0,0.09,88.0,80.0,everyone,sony,0,1.4000000000000001
inazuma eleven 2,ds,2009.0,role-playing,0.0,0.19,1.18,0.03,,,na,nintendo,1,1.4
nba jam,super_nintendo_entertainment_system,1994.0,sports,1.19,0.16,0.0,0.03,,,na,nintendo,0,1.38
teenage mutant ninja turtles iii: the manhattan project,nintendo_entertainment_system,1991.0,action,1.05,0.17,0.15,0.02,,,na,nintendo,0,1.39
dynasty warriors 5,playstation_2,2005.0,action,0.24,0.18,0.91,0.06,69.0,88.0,teen,sony,0,1.3900000000000001
hannah montana: spotlight world tour,wii,2007.0,action,0.87,0.38,0.0,0.13,,,na,nintendo,0,1.38
injustice: gods among us,xbox_360,2013.0,fighting,0.97,0.3,0.0,0.11,81.0,79.0,teen,microsoft,0,1.3800000000000001
far cry 2,playstation_3,2008.0,action,0.43,0.69,0.01,0.26,85.0,64.0,mature,sony,0,1.39
yoshi's new island,3ds,2014.0,platform,0.48,0.53,0.28,0.09,64.0,61.0,everyone,nintendo,1,1.3800000000000001
lego batman 2: dc super heroes,wii,2012.0,action,0.9,0.37,0.0,0.11,,71.0,everyone_over_ten,nintendo,0,1.3800000000000001
true crime: streets of la,xbox,2003.0,action,0.96,0.37,0.0,0.05,77.0,78.0,mature,microsoft,0,1.3800000000000001
toy story 3: the video game,wii,2010.0,action,0.63,0.62,0.0,0.14,,,na,nintendo,0,1.3900000000000001
bravely default: flying fairy,3ds,2012.0,role-playing,0.5,0.32,0.49,0.08,,,na,nintendo,1,1.3900000000000001
ryse: son of rome,xbox_one,2013.0,action,0.83,0.43,0.0,0.13,60.0,61.0,mature,microsoft,0,1.3900000000000001
mortal kombat x,xbox_one,2015.0,fighting,1.03,0.21,0.0,0.14,86.0,73.0,mature,microsoft,0,1.38
paper mario,nintendo_64,2000.0,role-playing,0.58,0.18,0.59,0.02,,,na,nintendo,0,1.37
rise of the tomb raider,xbox_one,2015.0,adventure,0.55,0.7,0.02,0.11,86.0,80.0,mature,microsoft,0,1.3800000000000001
duke nukem: time to kill,playstation,1998.0,shooter,0.77,0.54,0.0,0.07,,,na,sony,0,1.3800000000000001
sonic generations,xbox_360,2011.0,platform,0.71,0.53,0.0,0.13,77.0,83.0,everyone,microsoft,0,1.37
dave mirra freestyle bmx 2,playstation_2,2001.0,sports,0.67,0.53,0.0,0.18,81.0,81.0,teen,sony,0,1.3800000000000001
bakugan: battle brawlers,ds,2009.0,action,1.26,0.02,0.0,0.1,60.0,67.0,everyone,nintendo,1,1.3800000000000001
lego indiana jones: the original adventures,playstation_2,2008.0,action,0.6,0.01,0.0,0.76,77.0,84.0,everyone_over_ten,sony,0,1.37
deus ex: human revolution,xbox_360,2011.0,shooter,0.76,0.47,0.02,0.12,89.0,83.0,mature,microsoft,0,1.37
a collection of activision classic games for the atari 2600,playstation,1998.0,misc,0.76,0.52,0.0,0.09,,,na,sony,0,1.37
final fantasy xii: revenant wings,ds,2007.0,role-playing,0.33,0.41,0.54,0.1,81.0,61.0,everyone_over_ten,nintendo,1,1.3800000000000001
call of duty: black ops,wii,2010.0,shooter,0.8,0.45,0.0,0.12,80.0,58.0,mature,nintendo,0,1.37
deus ex: human revolution,playstation_3,2011.0,shooter,0.5,0.59,0.07,0.22,89.0,82.0,mature,sony,0,1.38
star wars knights of the old republic ii: the sith lords,xbox,2004.0,role-playing,0.99,0.33,0.0,0.05,86.0,86.0,teen,microsoft,0,1.37
pocket monsters stadium,nintendo_64,1998.0,strategy,0.0,0.0,1.37,0.0,,,na,nintendo,0,1.37
the sims 2,playstation_portable,2005.0,simulation,0.49,0.55,0.0,0.33,65.0,69.0,teen,sony,1,1.37
dead rising 2,playstation_3,2010.0,action,0.43,0.56,0.15,0.21,80.0,67.0,mature,sony,0,1.3499999999999999
ridge racer 7,playstation_3,2006.0,racing,0.24,0.7,0.16,0.26,78.0,71.0,everyone,sony,0,1.3599999999999999
tom clancy's ghost recon 2,xbox,2004.0,shooter,0.86,0.45,0.0,0.06,80.0,89.0,teen,microsoft,0,1.37
need for speed: the run,xbox_360,2011.0,action,0.63,0.57,0.0,0.15,68.0,60.0,teen,microsoft,0,1.3499999999999999
crash bandicoot 2: n-tranced,gameboy_advanced,2003.0,platform,0.63,0.66,0.0,0.07,75.0,78.0,everyone,nintendo,1,1.36
titanfall,xbox_360,2014.0,shooter,0.87,0.34,0.02,0.13,83.0,59.0,mature,microsoft,0,1.3599999999999999
singstar abba,playstation_2,2008.0,misc,0.23,0.04,0.0,1.09,64.0,,teen,sony,0,1.36
gradius,nintendo_entertainment_system,1986.0,shooter,0.27,0.08,1.0,0.01,,,na,nintendo,0,1.36
dragon quest iii: soshite densetsu e...,super_nintendo_entertainment_system,1996.0,role-playing,0.0,0.0,1.36,0.0,,,na,nintendo,0,1.36
centipede,2600,1981.0,shooter,1.26,0.08,0.0,0.01,,,na,atari,0,1.35
dead to rights,playstation_2,2002.0,shooter,0.67,0.52,0.0,0.17,73.0,89.0,mature,sony,0,1.3599999999999999
wwe '13,playstation_3,2012.0,action,0.51,0.6,0.0,0.25,76.0,81.0,teen,sony,0,1.3599999999999999
dance dance revolution (japan),playstation,1999.0,simulation,0.0,0.0,1.26,0.09,,,na,sony,0,1.35
hasbro family game night 2,wii,2009.0,misc,0.7,0.52,0.0,0.13,63.0,63.0,everyone,nintendo,0,1.35
madden nfl 98,playstation,1997.0,sports,1.29,0.03,0.0,0.03,,,na,sony,0,1.35
gardening mama,ds,2009.0,puzzle,0.79,0.42,0.01,0.13,60.0,93.0,everyone,nintendo,1,1.35
burnout paradise,xbox_360,2008.0,racing,0.63,0.57,0.01,0.14,88.0,69.0,everyone_over_ten,microsoft,0,1.35
middle-earth: shadow of mordor,xbox_one,2014.0,action,0.73,0.5,0.01,0.12,87.0,80.0,mature,microsoft,0,1.3599999999999999
motorstorm: pacific rift,playstation_3,2008.0,racing,0.43,0.65,0.02,0.25,82.0,80.0,teen,sony,0,1.35
samurai warriors,playstation_2,2004.0,action,0.22,0.05,1.06,0.02,73.0,87.0,teen,sony,0,1.35
battlefield 4,computer,2013.0,shooter,0.39,0.87,0.0,0.1,81.0,60.0,mature,computer,0,1.36
the simpsons: hit & run,xbox,2003.0,racing,0.7,0.58,0.0,0.07,,,na,microsoft,0,1.3499999999999999
gears of war 4,xbox_one,2016.0,shooter,0.78,0.44,0.0,0.12,84.0,62.0,mature,microsoft,0,1.3399999999999999
saga frontier,playstation,1997.0,role-playing,0.15,0.04,1.07,0.09,,,na,sony,0,1.35
singstar party,playstation_2,2004.0,misc,0.0,1.04,0.0,0.31,,,na,sony,0,1.35
fifa soccer 08,playstation_portable,2007.0,sports,0.2,0.76,0.0,0.39,79.0,74.0,everyone,sony,1,1.35
fifa soccer 09,playstation_portable,2008.0,sports,0.23,0.73,0.02,0.37,84.0,89.0,everyone,sony,1,1.35
disney princess: enchanted journey,wii,2007.0,adventure,1.22,0.03,0.0,0.09,,43.0,everyone,nintendo,0,1.34
fifa soccer 08,xbox_360,2007.0,sports,0.31,0.89,0.01,0.14,82.0,79.0,everyone,microsoft,0,1.35
test drive,playstation_2,2002.0,racing,0.95,0.21,0.01,0.18,73.0,74.0,teen,sony,0,1.3499999999999999
devil may cry 4,xbox_360,2008.0,action,0.79,0.34,0.08,0.13,84.0,80.0,mature,microsoft,0,1.3400000000000003
tom clancy's rainbow six: vegas 2,playstation_3,2008.0,shooter,0.66,0.44,0.04,0.21,81.0,79.0,mature,sony,0,1.35
metroid: other m,wii,2010.0,action,0.85,0.27,0.13,0.1,79.0,65.0,teen,nintendo,0,1.35
crysis 2,xbox_360,2011.0,action,0.71,0.49,0.02,0.12,84.0,75.0,mature,microsoft,0,1.3399999999999999
chrono trigger,ds,2008.0,role-playing,0.61,0.16,0.49,0.08,92.0,89.0,everyone_over_ten,nintendo,1,1.34
